ProductType,term,amount,Secured,coApplicant,CreditScore,Residency,CitizenOrNot,visaSubclass,visaTimeLeftInMonths,age,LoanPurpose,RepaymentFrequency,interest_rate
0,84,14176,0,1,464,2,1,76,33,37,4,2,18.14
0,72,12434,0,1,592,1,0,16,33,57,4,0,15.39
1,24,11037,1,0,671,0,1,11,2,30,6,1,21.54
0,48,7017,1,1,397,0,0,74,33,22,5,2,17.05
0,84,14420,0,1,753,1,1,100,33,23,6,1,16.29
0,72,10310,0,0,522,2,1,90,8,31,4,1,22.28
1,24,7686,0,1,357,1,1,62,28,18,6,1,16.15
1,60,14676,1,1,351,1,0,42,29,29,2,2,17.94
1,84,9919,0,0,401,1,1,50,1,60,2,0,21.3
0,48,9659,1,0,698,0,1,30,27,59,1,0,20.77
1,12,7321,1,1,848,2,0,41,14,43,6,1,19.24
0,72,5320,1,1,357,1,1,9,23,68,0,2,18.5
0,36,11271,0,1,626,0,1,99,9,33,5,1,16.18
1,84,7276,1,0,842,2,1,0,21,46,3,0,12.87
0,72,9463,1,1,713,2,0,85,13,38,3,2,18.85
1,12,8107,0,0,621,1,1,76,9,52,1,1,19.06
1,84,8103,0,0,840,0,0,12,34,56,0,2,13.2
1,84,10252,0,1,586,1,0,61,27,19,1,0,16.2
0,84,14812,0,1,307,1,0,36,21,24,4,0,22.31
1,12,5073,1,0,480,1,1,32,24,51,0,0,19.84
1,72,13784,0,0,484,0,1,82,3,62,2,2,17.67
1,24,5954,1,0,826,2,0,30,16,60,0,0,18.61
1,36,8101,0,0,434,0,1,61,27,68,6,1,17.13
1,84,8244,0,0,614,0,0,5,18,66,3,1,14.15
0,84,14816,1,1,415,2,1,87,35,54,2,0,13.92
1,84,8324,0,0,602,0,0,66,35,35,5,0,13.32
1,36,8557,0,0,541,2,0,38,6,37,4,0,21.39
1,36,8177,1,1,445,0,1,36,9,19,2,1,21.75
0,84,12007,1,1,534,2,1,49,13,51,0,2,17.09
0,84,13903,0,0,613,0,1,40,20,50,4,0,13.42
0,72,5186,1,0,832,2,1,26,5,48,3,1,19.58
0,24,5476,0,0,625,2,1,77,10,30,0,2,12.22
1,48,14644,1,0,307,2,1,18,18,38,6,2,14.65
0,48,12634,1,1,838,0,0,35,8,53,2,1,13.82
1,48,11341,0,1,329,2,0,39,35,67,5,1,20.81
0,12,10795,0,1,743,1,1,81,34,60,5,2,17.02
1,24,8166,0,1,756,0,0,59,28,58,2,0,12.82
0,36,8030,1,1,741,1,1,3,14,28,4,0,17.17
1,36,10280,0,1,509,1,0,59,1,24,6,1,17.32
0,84,6165,0,1,578,2,1,82,1,69,0,2,14.65
0,60,8148,1,0,818,0,1,58,9,57,0,2,16.45
1,72,10577,0,0,649,1,0,71,27,45,1,0,17.7
0,60,13721,0,1,576,1,1,91,32,23,6,1,17.02
0,48,14902,1,1,812,0,1,17,33,36,5,1,13.9
0,12,10196,1,0,467,0,0,66,30,37,5,1,19.75
0,48,7874,0,1,802,0,1,48,11,67,5,1,15.25
0,12,7483,0,0,488,0,1,10,13,63,1,1,14.88
0,60,14925,0,0,477,0,0,38,31,55,0,2,22.45
1,60,6185,0,1,451,1,1,41,14,50,1,0,16.13
0,84,12088,1,1,685,2,0,79,24,58,1,0,17.1
0,48,12956,0,1,834,0,1,30,17,26,0,2,17.03
0,72,13085,1,1,544,0,1,90,3,69,6,2,19.57
0,12,7684,0,1,305,0,1,35,19,41,6,2,19.75
1,48,8349,0,0,396,2,0,17,25,32,1,0,14.57
1,60,12239,0,1,597,1,1,45,31,27,0,2,16.77
1,72,13034,1,1,490,0,1,97,12,32,3,2,16.73
0,72,5695,1,0,409,0,0,50,28,65,4,1,17.37
0,60,9008,1,0,625,0,1,4,26,62,6,2,16.0
0,72,12310,1,1,630,1,1,39,2,35,6,2,17.68
0,48,6103,1,1,549,1,0,31,15,69,3,1,20.0
1,60,12887,1,0,708,0,0,88,8,33,5,1,15.13
1,24,9687,1,1,617,0,0,64,8,39,3,2,11.93
1,24,9408,0,1,562,2,0,51,10,38,5,1,17.89
0,60,7564,1,1,574,1,0,23,23,30,5,0,13.73
0,84,13303,1,0,774,2,0,81,31,65,4,1,18.9
0,84,13669,1,1,628,0,0,55,27,70,0,1,15.64
1,84,14260,0,0,450,1,0,94,24,64,5,1,13.79
0,60,13373,1,1,568,1,1,5,32,64,6,1,16.46
0,60,5578,1,1,671,1,1,91,4,53,5,2,18.98
1,12,9285,0,0,392,0,0,22,6,46,4,2,17.5
1,60,14257,1,1,698,2,1,60,28,23,1,2,19.05
1,48,13367,1,1,751,2,1,83,25,31,3,2,17.74
0,72,6360,1,1,701,0,0,34,18,33,3,0,14.58
1,60,10446,0,1,342,0,0,24,6,56,1,2,20.77
0,84,9588,0,1,487,0,1,75,11,28,0,0,16.49
0,60,12427,1,1,795,1,1,34,33,20,5,2,16.84
1,24,7119,1,0,491,1,1,64,32,68,1,0,21.68
1,60,11994,0,1,345,0,0,80,5,58,2,0,14.59
1,60,12955,1,1,432,1,0,2,23,39,2,0,21.05
1,48,5154,0,1,515,1,0,26,18,52,0,0,13.09
0,48,8584,1,1,315,0,0,92,4,63,0,0,21.76
0,48,6863,1,0,632,1,0,46,11,48,6,2,17.42
1,84,5157,1,0,442,2,0,84,8,69,4,0,13.24
0,60,13535,1,1,679,2,0,9,21,55,3,0,16.65
0,24,11074,1,0,473,1,0,37,34,48,4,2,20.03
0,84,5486,1,1,835,2,1,77,22,27,0,2,19.92
1,84,13152,1,0,841,0,0,36,15,34,3,0,14.97
1,48,7975,0,0,372,2,0,6,36,67,4,0,13.53
1,12,8220,1,1,459,1,1,13,4,47,2,2,15.29
1,12,5649,1,1,628,2,0,97,20,40,6,0,20.23
0,84,12116,1,1,666,2,0,49,13,63,5,1,19.17
1,60,14462,0,1,704,1,1,21,32,32,3,1,18.09
1,60,14045,0,0,353,0,0,88,29,44,3,2,16.3
1,72,6190,1,1,413,1,1,90,4,22,3,0,15.09
0,72,14322,1,1,567,1,0,80,0,39,2,0,17.73
0,84,11403,0,0,396,0,1,27,8,70,3,1,15.35
0,84,9961,0,0,481,0,1,77,14,67,5,2,22.56
1,48,10059,1,0,388,2,1,97,30,50,4,2,21.8
1,72,8664,1,0,357,0,1,97,33,55,5,2,15.25
0,24,5129,1,1,691,0,1,100,33,37,1,1,14.81
1,24,8818,1,1,446,2,0,31,12,29,3,1,16.79
1,60,13575,0,0,483,0,0,39,22,58,6,2,14.99
1,72,7779,1,1,334,2,0,50,10,65,2,1,15.41
1,24,7976,0,0,313,2,1,47,31,67,4,0,17.71
1,36,5601,0,1,655,2,1,34,6,25,0,0,16.37
1,72,5529,0,0,625,2,0,2,8,66,3,1,19.06
