ProductType,term,amount,Secured,coApplicant,CreditScore,Residency,CitizenOrNot,visaSubclass,visaTimeLeftInMonths,age,LoanPurpose,RepaymentFrequency,interest_rate
1,72,5749,1,0,382,1,0,82,20,46,4,1,17.28
1,12,14013,0,0,1186,2,1,58,1,62,2,2,20.65
0,12,9649,0,1,146,1,0,74,11,30,2,2,21.68
1,36,9695,1,1,826,1,0,94,24,54,4,0,15.86
1,12,5271,1,1,866,2,1,25,31,24,6,1,23.43
1,12,13119,0,0,817,1,1,45,31,27,4,2,24.74
1,12,9087,1,1,461,1,1,11,26,40,3,1,21.64
1,24,8481,1,0,717,2,1,92,29,21,3,1,16.33
1,84,7734,0,1,508,0,0,35,19,66,2,2,22.07
1,12,13680,1,1,334,1,1,46,9,49,0,0,23.52
0,36,12889,0,0,450,2,0,94,3,60,3,0,18.71
0,48,11583,0,0,1097,1,0,24,30,23,1,2,22.2
0,36,12605,1,0,253,2,0,7,15,54,4,0,15.16
0,48,7291,0,1,943,1,0,68,13,57,2,2,20.26
0,48,10046,0,1,848,1,1,1,27,47,0,2,20.7
0,12,10258,1,1,451,1,0,12,1,57,5,1,15.62
1,84,14394,0,0,145,2,1,41,10,53,1,0,18.23
0,60,12058,0,0,370,2,0,89,12,67,1,2,19.53
1,60,11084,0,1,811,0,0,98,15,20,5,1,21.82
0,48,6596,1,0,136,0,1,9,4,35,1,2,20.28
0,72,12026,0,1,784,2,0,39,17,62,6,1,23.79
0,60,8065,0,1,552,0,0,70,24,27,2,1,22.75
0,84,6165,1,1,801,2,0,32,27,34,3,2,23.5
0,72,8574,0,0,176,2,0,79,11,62,0,1,24.59
0,12,8122,1,1,181,0,0,68,20,40,1,1,18.41
1,60,14067,1,0,31,2,1,83,2,46,1,0,19.64
1,84,13359,1,1,305,0,0,19,10,31,1,1,17.09
1,72,13692,1,1,228,1,0,88,25,25,2,0,24.69
0,72,7546,0,1,77,0,1,60,10,29,5,2,15.18
0,12,6999,1,1,272,2,0,62,31,69,5,1,18.1
1,24,9349,0,0,1078,0,1,25,15,70,2,0,24.38
0,84,9894,0,0,842,2,1,42,7,27,1,1,17.01
1,36,6232,0,0,925,1,0,2,23,43,3,2,18.91
0,36,5602,0,1,407,1,1,1,6,45,6,0,22.88
0,48,5436,0,1,373,1,0,38,15,62,3,2,20.41
1,24,13984,1,1,482,2,0,70,33,44,4,0,19.19
1,12,9905,1,1,816,0,1,45,18,42,2,1,19.59
1,48,7555,0,0,889,1,1,38,31,40,6,1,15.11
0,12,7336,0,0,259,1,0,71,8,27,4,1,22.67
1,72,12060,0,0,356,2,0,18,16,48,5,2,24.31
0,12,11384,1,0,30,2,1,37,27,56,4,1,17.31
1,72,6488,0,0,764,0,0,40,23,45,6,1,22.72
0,84,5330,0,1,380,1,0,35,21,26,4,2,22.39
0,36,10241,0,1,367,2,1,91,19,56,3,0,18.11
0,48,5985,1,0,595,1,0,63,31,38,1,2,17.75
1,12,5984,1,1,707,1,0,40,21,65,6,1,18.54
0,72,5280,1,1,576,1,1,8,11,20,2,2,21.09
1,24,13707,1,0,424,1,0,92,12,63,6,1,18.18
1,84,13519,0,0,561,1,0,31,0,32,1,1,22.24
1,60,6846,0,0,288,0,1,35,31,36,3,2,18.65
1,72,14867,1,1,633,0,1,27,35,51,4,0,24.35
1,60,13267,1,0,1129,2,1,74,22,43,3,2,20.95
1,48,9488,0,1,973,2,0,99,10,40,2,2,24.76
1,48,6374,0,1,712,0,0,94,35,29,4,1,23.68
1,84,8455,1,1,354,0,0,59,11,64,0,1,22.7
1,36,9220,1,1,578,0,1,8,32,56,0,2,16.07
1,36,13575,1,0,158,1,0,74,22,31,5,1,24.74
0,12,14424,0,1,417,2,0,88,9,35,4,0,15.89
0,12,14401,0,1,267,1,0,77,27,63,4,1,16.43
1,12,12268,1,1,702,0,1,67,5,28,3,2,19.57
0,24,12194,1,0,998,2,1,8,28,54,3,1,24.82
0,12,5671,1,1,928,0,1,59,2,50,3,0,19.07
1,72,12686,1,1,649,0,1,76,15,61,1,2,23.83
0,48,11756,1,0,420,0,0,69,35,63,3,1,21.4
1,84,10018,0,0,1190,2,0,71,20,31,2,2,23.22
1,36,11765,1,0,848,1,0,59,3,56,0,2,22.46
0,24,6103,0,0,796,2,0,69,16,56,0,1,21.12
0,84,6242,0,0,598,0,1,65,7,19,5,2,16.29
1,24,10688,0,1,363,0,0,15,15,56,4,1,24.87
0,48,10519,0,0,828,0,1,36,20,60,6,1,23.46
0,60,6228,1,0,621,1,0,13,19,65,3,1,21.8
1,84,13949,0,1,420,0,0,64,11,57,4,1,17.92
1,36,12965,0,0,930,0,0,3,11,31,5,0,20.22
0,36,5199,1,0,916,1,0,43,29,67,2,0,18.55
0,12,7019,0,1,1119,1,1,61,23,67,4,2,20.29
0,24,11352,1,1,341,1,1,52,22,63,4,1,20.11
0,36,12881,1,0,150,2,1,84,29,61,5,0,15.19
0,12,5667,0,0,1091,1,1,55,9,53,0,2,19.69
1,72,14183,0,0,514,2,1,24,12,49,1,1,15.42
0,48,10805,1,1,521,1,0,73,2,47,5,0,21.83
1,84,7030,0,1,1039,0,1,29,13,35,3,1,15.13
0,72,10071,0,0,1041,1,1,66,10,18,2,1,18.52
0,24,5757,1,1,17,1,1,33,32,30,6,1,21.86
0,60,14000,0,1,363,0,1,3,17,38,1,2,18.71
0,12,9146,1,1,824,0,0,94,10,34,3,2,20.83
1,84,5109,0,0,944,2,1,33,25,21,4,1,24.73
0,36,13723,1,1,253,0,1,79,26,33,3,2,18.39
0,24,14432,0,0,266,1,0,34,26,60,5,0,23.41
1,60,12131,1,1,1073,0,1,46,31,30,0,0,16.63
0,84,13725,0,0,486,0,1,44,1,51,3,2,21.65
1,12,13528,0,0,207,1,1,51,13,61,6,1,22.65
1,24,5293,1,1,208,1,1,89,30,26,1,1,24.88
0,60,5386,0,1,790,2,0,91,29,65,3,1,22.12
0,24,10848,1,1,222,1,1,88,18,58,2,1,20.01
0,24,5839,1,0,515,1,0,14,14,48,0,2,21.87
0,24,6307,0,0,310,2,1,95,18,61,5,2,20.77
0,36,10707,1,1,140,2,1,45,32,54,5,1,16.3
0,72,8285,1,1,587,1,0,39,24,25,2,2,23.13
0,12,10450,0,0,1088,1,0,90,36,60,1,0,20.67
1,84,6773,1,1,1180,2,0,6,34,56,6,1,21.78
1,12,7821,0,0,405,0,0,27,31,35,2,2,21.32
0,60,10733,0,0,477,2,1,33,10,26,1,2,15.56
1,72,12752,1,1,582,0,1,62,1,36,2,0,16.77
1,84,7465,0,0,5,1,0,9,29,68,3,0,17.32
0,36,12770,0,1,1144,1,1,37,11,45,5,2,22.96
0,36,9401,0,0,1042,2,0,26,9,27,0,0,20.93
0,72,6325,0,0,813,2,0,90,0,43,6,0,20.45
1,84,10486,0,1,345,2,0,8,5,19,4,1,17.4
0,12,11910,0,0,615,1,1,80,13,53,4,1,15.28
0,36,14519,0,0,233,0,0,78,8,38,0,0,22.61
1,24,12815,0,0,709,1,1,54,13,41,1,2,20.93
